"Dstat 0.7.2svn CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","drivers-perf-01",,,,"User:","drivers"
"Cmdline:","dstat --proc --cpu --cpu-use --sys --mem-adv --swap --page --disk -D total,sda,sdb --disk-avgrq --disk-avgqu --disk-svctm --disk-tps --disk-wait --net --time --output cassandra-stress-large-objects.csv 1 370",,,,"Date:","02 Sep 2015 06:32:54 PDT"
"procs",,,"total cpu usage",,,,,"cpu usage",,,,,,,,,,,,,,,,,,,,,,,,"system",,"advanced memory usage",,,,,,,,"swap",,"paging",,"dsk/total",,"dsk/sda",,"dsk/sdb",,"sda","sdb","sda","sdb","sda","sdb","dsk/total",,"dsk/sda",,"dsk/sdb",,"sda",,"sdb",,"net/total",,"system"
2,0,0,20.602,8.054,69.818,1.526,0,41.414,33.663,23.232,30,26.263,55.556,40.206,37.500,58.163,36.082,38.144,28.283,10,7.071,27.551,12.245,23.232,23.762,29.897,44.330,18,30.612,38.947,13.131,269234,221452,135170646016,10403483648,88253521920,210927616,35262541824,547815424,1007616,1041178624,0,0,0,0,0,121655296,0,121655296,0,0,938.758,0,4.356,0,2.317,0,0,252,0,252,0,0,0,19.254,0,0,111159177,2065483,02-09 06:36:40
7,1,0,14.128,7.637,75.817,2.418,0,28,19.388,16.162,15,13.131,89,41.414,25.510,26.531,34.694,43.299,20.408,5,10.204,5.051,7.071,7.071,11.111,21.649,35.789,13.131,20.619,63.158,12,244630,249315,135170646016,10404024320,87914938368,210952192,35592339456,622096384,1007616,1049399296,0,0,0,0,0,255074304,0,255074304,0,0,990.443,0,57.948,0,1.583,0,0,503,0,503,0,0,0,115.165,0,0,122956723,2340485,02-09 06:36:41
4,2,0,14.085,8.681,74.511,2.723,0,40.816,32.653,21.429,17.172,19.588,80,44.211,24.211,29.592,26.263,28.125,24.490,9.184,17.172,5,17.347,10.101,0,24.490,37.895,24.742,23.469,44.681,8.081,297488,253943,135170646016,10402971648,87657623552,210972672,35842850816,549863424,1007616,1057234944,0,0,0,0,0,253378560,0,253378560,0,0,976.365,0,50.032,0,1.685,0,0,508,0,508,0,0,0,72.574,0,0,123136557,2362449,02-09 06:36:42
5,3,0,12.123,6.976,73.416,7.486,0,100,16.495,14.286,9.091,20,95.960,47.368,21.429,22.680,26.042,31.250,17.347,15.152,8.081,0,15.152,11.111,2,25.263,42.105,23.958,22.917,44.792,6,131897,247894,135170646016,10404274176,87664480256,210980864,35833466880,244916224,1007616,1058451456,0,0,0,0,0,431992832,0,431992832,0,0,1023.961,0,142.780,0,1.209,0,0,824,0,824,0,0,0,156.806,0,0,122938960,2342055,02-09 06:36:43
2,17,0,14.559,9.877,69.987,5.577,0,72.727,28,28.283,26.804,17.172,76.768,53.608,40.816,29.592,33.333,37.500,28.571,7,9.184,14.141,11.111,13.131,2,27.835,42.708,26.263,25.773,43.617,28.866,405055,248402,135170646016,10404995072,88059785216,211005440,35447144448,231542784,1007616,1048723456,0,0,0,0,0,303509504,0,303509504,0,0,981.138,0,32.280,0,1.626,0,0,605,0,605,0,0,0,97.570,0,0,123493692,2319061,02-09 06:36:44
4,0,0,23.090,8.616,66.851,1.443,0,46.465,51.515,34.343,25.253,26.531,58,50,37.500,38.776,44.330,46.316,37.113,0,2.970,22.449,19,18.182,15,25.773,46.316,34.021,34.021,49.474,28.866,337441,220989,135170646016,10403536896,87784796160,211025920,35718225920,337285120,1007616,1054068736,0,0,0,0,0,155410432,0,155410432,0,0,957.796,0,6.084,0,2.038,0,0,316,0,316,0,0,0,18.915,0,0,106861542,2006195,02-09 06:36:45
4,0,0,16.205,9.211,73.134,1.450,0,29.293,75.758,27.551,13.131,20.408,58,40.625,22.222,23.711,29.167,32.323,23.469,10,0,10,10.309,15.306,4.082,28.571,43.750,43.617,25.773,19.388,43.750,304973,252026,135170646016,10401992704,87451684864,211058688,36044382208,550977536,1007616,1062535168,0,0,0,0,0,126164992,0,126164992,0,0,776.484,0,4.320,0,1.823,0,0,316,0,316,0,0,0,14.171,0,0,122943689,2338527,02-09 06:36:46
9,1,0,16.511,9.362,72.936,1.191,0,24.242,34,16.162,12,24,86.869,43.158,30.928,30.612,30.208,30.208,26.531,6.061,9.091,13.265,11,18.182,0,26.316,43.617,44.792,27.835,16.162,43.158,291918,247515,135170646016,10401226752,87116169216,211075072,36371562496,755318784,1007616,1071620096,0,0,0,0,0,124338176,0,124338176,0,0,956.098,0,4.508,0,1.953,0,0,254,0,254,0,0,0,17.748,0,0,123158202,2360497,02-09 06:36:47
3,1,1,13.871,7.896,74.306,3.927,0,39.796,36.364,21.212,15,11.111,68.367,43.158,24.242,38.776,29.592,31.250,25.773,0.990,3,13.131,10.101,15.152,3,26.804,42.268,42.553,24.742,21.429,40.426,168389,242129,135170646016,10402353152,86946316288,211087360,36535058432,523460608,1007616,1076838400,0,0,0,0,0,353042432,0,353042432,0,0,1003.834,0,97.684,0,1.322,0,0,687,0,687,0,0,0,141.770,0,0,123012667,2344281,02-09 06:36:48
1,5,0,11.144,6.907,68.644,13.305,0,69.307,51.515,38,43.878,34,75,32.990,30.928,40.404,27.551,20.408,35.354,6.061,25.253,9,13.131,15.152,29.293,23.469,34.737,37.500,21.429,4,36.082,201365,228643,135170646016,10404786176,86916222976,211091456,36561113088,281686016,1007616,1078439936,0,0,0,0,0,394108928,0,394108928,0,0,1019.419,0,118.484,0,1.323,0,0,756,0,756,0,0,0,153.085,0,0,114289644,2125239,02-09 06:36:49
5,1,0,20.433,10.323,65.336,3.908,0,67.347,37.113,29.592,15.306,23.711,68.687,50,29.592,34.375,44.898,41.237,34.021,19.802,18.182,18.367,21.212,27.273,17,32.292,47.917,47.917,30.928,24.242,47.312,452345,219728,135170646016,10404073472,87315476480,211107840,36173230080,301404160,1007616,1067765760,0,0,0,0,0,239026176,0,239026176,0,0,974.605,0,13.236,0,1.854,0,0,479,0,479,0,0,0,33.812,0,0,107857963,2052547,02-09 06:36:50
4,0,0,14.845,8.337,75.160,1.659,0,90,27,17.347,13,16,51,41.489,18.367,15.306,23.958,24.490,28.571,0,10.101,18.367,14.141,8.081,13.131,24.742,37.234,37.895,22.680,5.051,39.175,289491,249978,135170646016,10404933632,86978785280,211140608,36500729856,515387392,1007616,1076064256,0,0,0,0,0,116228096,0,116228096,0,0,915.339,0,4.024,0,2.478,0,0,247,0,247,0,0,0,16.632,0,0,122925373,2342047,02-09 06:36:51
4,1,0,14.966,8.546,75.128,1.361,0,34.343,21.212,12.245,8.081,11.111,85.859,43.878,20.408,21.212,35.714,35.714,26.531,12,8.081,10.101,1,15.306,19.388,23.958,41.237,37.500,23.469,17.172,37.500,280506,248645,135170646016,10403827712,86657511424,211165184,36814680064,705355776,1007616,1084469248,0,0,0,0,0,123330560,0,123330560,0,0,944.631,0,4.424,0,2.212,0,0,255,0,255,0,0,0,17.271,0,0,123059272,2361374,02-09 06:36:52
0,1,0,14.462,8.507,75.074,1.957,0,39,24.490,20,14.141,15.152,83,44.681,17.526,26.531,25,26.804,24.490,15.464,6.061,19.388,5,10.101,2.020,26.531,37.895,38.947,23.711,12.245,39.362,287529,253848,135170646016,10404683776,86362701824,211185664,37100527616,772685824,1007616,1092554752,0,0,0,0,0,143704064,0,143704064,0,0,945.502,0,13.292,0,2.141,0,0,298,0,298,0,0,0,20.537,0,0,123065591,2342999,02-09 06:36:53
18,3,0,13.008,6.780,70,10.212,0,47.959,98.990,17.172,25,90.816,71.429,40,25.253,26.263,25.510,23.469,21.212,7,15,7.071,0,5,0.990,25,38.542,40.625,23.469,8.081,39.175,158226,247701,135170646016,10407526400,86230618112,211193856,37225811968,474296320,1007616,1096503296,0,0,0,0,0,423079936,0,423079936,0,0,1023.955,0,143.296,0,1.244,0,0,809,0,809,0,0,0,159.605,0,0,120488849,2240281,02-09 06:36:54
7,0,0,21.571,7.091,61.571,9.766,0,72,78.788,48.980,31.959,68,77.778,49.485,28.283,24.490,50.505,25,33.673,63.636,6.061,17,14.141,7.071,17.347,32.653,41.053,38.947,28.866,24,41.237,244472,231048,135170646016,10402820096,86600646656,211230720,36867215360,360189952,1007616,1089740800,0,0,0,0,0,323317760,0,323317760,0,0,992.636,0,70.684,0,1.555,0,0,633,0,633,0,0,0,145.297,0,0,110942067,2112313,02-09 06:36:55
5,1,0,16.603,8.175,73.232,1.991,0,87,53.535,48.980,18.182,21.649,58.586,29.897,16.327,15,21.649,21.429,32.292,5.102,12.371,8.163,15.306,15.152,4.040,17.347,27.835,7,17.347,29.167,55.556,451003,254891,135170646016,10403704832,86396186624,211251200,37068718080,437997568,1007616,1091792896,0,0,0,0,0,223137792,0,223137792,0,0,974.998,0,10.320,0,1.857,0,0,448,0,448,0,0,0,22.643,0,0,122941298,2343721,02-09 06:36:56
8,0,1,19.062,7.354,72.232,1.352,0,77.778,44,58,18.182,23.232,41,36.082,21.649,21.649,25.253,57.143,28.866,3,9,13,17.347,14.286,30.303,23.469,34.021,8.081,23.711,31.250,7.071,337269,234094,135170646016,10405560320,86078353408,211255296,37376364544,633143296,1007616,1100120064,0,0,0,0,0,117125120,0,117125120,0,0,953.146,0,4.116,0,2.300,0,0,240,0,240,0,0,0,17.750,0,0,116254868,2178968,02-09 06:36:57
7,0,0,16.880,8.951,72.847,1.321,0,73,32.653,35.354,20.202,15.306,46.465,46.809,23.469,23.469,27.083,34.021,38.144,5,13,13.265,11.111,17.172,24,28.866,43.750,3.030,25.773,46.316,7,293313,246629,135170646016,10403479552,85747007488,211267584,37700775936,855019520,1007616,1109123072,0,0,0,0,0,108265472,0,108265472,0,0,931.493,0,3.812,0,2.336,0,0,226,0,226,0,0,0,17.115,0,0,122943845,2338268,02-09 06:36:58
19,2,0,16.582,8.461,72.066,2.891,0,46.939,34.343,31.633,22,20.202,66.667,47.368,19.192,22.449,30.612,33.333,39.583,12,18.750,9,19.388,10.101,18.182,30.208,40.426,14.141,25.510,47.872,13.131,222891,241727,135170646016,10403483648,85517922304,211267584,37923241984,747737088,1007616,1115738112,0,0,0,0,0,264876032,0,264876032,0,0,989.475,0,68.624,0,1.486,0,0,526,0,526,0,0,0,101.650,0,0,121002206,2251713,02-09 06:36:59
4,3,0,17.725,6.945,70.856,4.474,0,38,27,21.212,14.141,15.306,100,48.421,32.990,22.680,33.333,40.206,38.542,13,8.911,17.172,18.367,7,7.071,32.292,42.105,26.263,24.211,48.421,23.469,118175,228460,135170646016,10405330944,85387554816,211275776,38048550912,460566528,1007616,1118941184,0,0,0,0,0,420478976,0,420478976,0,0,1023.971,0,140.428,0,1.238,0,0,800,0,800,0,0,0,157.833,0,0,113001508,2152099,02-09 06:37:00
5,0,0,13.079,9.384,71.168,6.369,0,39.394,32.990,24.490,23.232,33.673,77.320,38.542,30.612,50,32.990,40.206,55.670,2.020,10.101,19.388,16,4,4,22.680,36.458,21.649,23.232,37.500,19,395577,255102,135170646016,10403041280,85830389760,211279872,37618085888,449568768,1007616,1108856832,0,0,0,0,0,265732096,0,265732096,0,0,968.129,0,20.576,0,1.821,0,0,537,0,537,0,0,0,92.687,0,0,123294876,2347177,02-09 06:37:01
1,0,0,15.971,9.753,72.530,1.746,0,35.354,33.333,24.752,17.172,15.152,97.030,44.211,22.680,31.313,28.571,33.684,39.583,12.121,17.347,14.141,15.152,10.101,0,27.835,42.105,22.680,24.742,45.745,8.081,368233,248378,135170646016,10403786752,85594902528,211279872,37847830528,608387072,1007616,1113853952,0,0,0,0,0,174743552,0,174743552,0,0,969.528,0,6.816,0,2.097,0,0,350,0,350,0,0,0,19.806,0,0,122925828,2355717,02-09 06:37:02
9,1,0,15.781,9.230,73.543,1.446,0,25.510,23.232,29.293,26,16.162,98.990,44.211,29.592,20.619,26.042,31.959,40,12.121,8,18.367,10.101,7,0,26.804,44.211,18.182,24.742,45.263,12.121,319367,245509,135170646016,10403225600,85406507008,211279872,38031749120,799879168,1007616,1118892032,0,0,0,0,0,132407296,0,132407296,0,0,950.776,0,4.768,0,2.212,0,0,273,0,273,0,0,0,17.358,0,0,123139761,2343459,02-09 06:37:03
2,0,0,21.574,8.255,68.851,1.319,0,42.424,27.273,25.253,23.469,26.531,87.129,51.042,26.263,20.202,32.653,34.375,49.474,20.619,19.192,22.449,21.212,17.172,10,28.866,46.875,12.121,23.958,50.526,29.592,270891,223480,135170646016,10404663296,85105721344,211279872,38322823168,989011968,1007616,1127165952,0,0,0,0,0,101621760,0,101621760,0,0,931.817,0,3.572,0,2.358,0,0,212,0,212,0,0,0,16.986,0,0,112336858,2083056,02-09 06:37:04
4,2,0,13.933,8.223,73.967,3.877,0,50.505,24.242,25.510,18.182,19.192,81.818,44.681,20.619,24.742,27.083,35.052,43.158,8.911,11.224,3.960,0,1,1,28.421,41.489,23.469,26.531,42.553,23.711,206226,242764,135170646016,10403143680,84933881856,211279872,38491529216,744058880,1007616,1131819008,0,0,0,0,0,340832256,0,340832256,0,0,1005.785,0,104.128,0,1.378,0,0,662,0,662,0,0,0,130.643,0,0,122601298,2335803,02-09 06:37:05
1,38,0,12.335,6.933,70.098,10.634,0,26,37.374,36.735,25.253,20,100,40.625,36.082,54.737,32.653,32.990,32.323,0,16.162,25.510,11,11,12,26.263,39.583,34.343,23.711,12.121,38.542,125080,241475,135170646016,10402938880,84801839104,211288064,38620446720,492826624,1007616,1135140864,0,0,0,0,0,425168896,0,425168896,0,0,1023.825,0,136.632,0,1.232,0,0,812,0,812,0,0,0,155.389,0,0,123073513,2327209,02-09 06:37:06
4,1,0,11.595,7.998,70.588,9.818,0,38.384,48.454,24.242,46.465,19.388,67,37.113,25.253,75.510,53.061,25.510,24.242,25.253,16.162,12.121,20.202,14.286,22,18.367,28.866,6,17.347,11.111,31.633,301010,249907,135170646016,10407108608,85151485952,211292160,38273384448,443092992,1007616,1128382464,0,0,0,0,0,319651840,0,319651840,0,0,984.629,0,69.856,0,1.571,0,0,634,0,634,0,0,0,153.382,0,0,117057092,2228209,02-09 06:37:07
5,1,0,13.285,8.786,75.552,2.377,0,44.898,41,18.367,16.162,21.212,86,32.632,34.021,28.866,20.408,20.619,20.619,6,17.172,14.141,19.388,16.162,3.030,18.750,34.375,9.091,18.557,11.111,32.632,458039,253411,135170646016,10405277696,84931530752,211292160,38491205632,483274752,1007616,1132347392,0,0,0,0,0,280739840,0,280739840,0,0,995.094,0,13.396,0,1.750,0,0,551,0,551,0,0,0,24.975,0,0,122749870,2339567,02-09 06:37:08
18,1,0,19.864,8.998,69.610,1.528,0,39.796,35,40,27.551,28.283,77.778,50.515,22,44.792,33.673,31.959,24.242,19.388,12.121,20.202,21.212,20,18.367,32.323,38.298,8.081,30.612,19.192,37.500,355717,224389,135170646016,10406264832,84635869184,211292160,38778421248,635518976,1007616,1139806208,0,0,0,0,0,138145792,0,138145792,0,0,946.702,0,5.040,0,2.310,0,0,284,0,284,0,0,0,18.535,0,0,115087834,2137571,02-09 06:37:09
8,1,0,16.483,8.241,73.917,1.359,0,70,23.232,22.449,22,16.162,56.566,42.105,22.680,39.175,27.083,30.612,20.408,3,18.182,17.347,17.347,13.131,16,26.042,39.175,4.040,23.958,16,38.947,275020,246497,135170646016,10405695488,84311007232,211292160,39095554048,840175616,1007616,1148104704,0,0,0,0,0,111480832,0,111480832,0,0,946.678,0,4.276,0,2.243,0,0,230,0,230,0,0,0,18.557,0,0,118883306,2265195,02-09 06:37:10
7,2,0,13.578,7.942,74.637,3.843,0,24.242,12.371,18.812,10,6.061,95.960,43.617,27.835,41.489,32.990,33.333,27.835,21.212,19.588,0,1.980,17.347,0,26.804,43.617,18.182,26.531,20.619,43.158,159533,242622,135170646016,10403549184,84172689408,211296256,39232430080,511102976,1007616,1151688704,0,0,0,0,0,397463552,0,397463552,0,0,1013.614,0,132.380,0,1.274,0,0,767,0,767,0,0,0,146.237,0,0,122957019,2341187,02-09 06:37:11
1,26,0,11.493,6.404,74.640,7.464,0,25.253,27.273,14.583,14.286,13.265,100,36.082,25.510,65.625,33.333,26.804,20.408,25.773,13,0,1,16.162,0,20.833,32.632,12.121,20.619,13,51.042,134245,248010,135170646016,10405044224,84011425792,211300352,39387770880,286748672,1007616,1156112384,0,0,0,0,0,417628160,0,417628160,0,0,1023.348,0,178.500,0,1.248,0,0,797,0,797,0,0,0,206.615,0,0,122940195,2354553,02-09 06:37:12
6,1,1,14.450,9.945,69.571,6.035,0,43.878,30,32,49.505,32.323,92,37.895,26.531,42.708,29.897,31.959,26.531,16.162,12.371,17.526,8.081,18.182,5,22.449,37.113,41.237,22.449,10.204,43.750,442700,258952,135170646016,10404569088,84367966208,211304448,39040159744,342183936,1007616,1147654144,0,0,0,0,0,264785920,0,264785920,0,0,962.828,0,15.564,0,1.821,0,0,536,0,536,0,0,0,92.545,0,0,123240348,2342463,02-09 06:37:13
2,0,0,21.146,9.597,67.219,2.038,0,45.455,33,29.592,31.959,26.263,80.808,46.875,33.333,48.454,36.735,36.735,24.490,18,16.162,24.242,8.081,21.649,4.040,31.633,43.158,50.505,23.958,29,45.833,415917,237476,135170646016,10405691392,84086882304,211304448,39312687104,405606400,1007616,1155088384,0,0,0,0,0,211812352,0,211812352,0,0,973.400,0,9.236,0,1.929,0,0,425,0,425,0,0,0,21.807,0,0,111537038,2069567,02-09 06:37:14
5,0,0,15.765,8.990,74.137,1.108,0,66.337,29.592,20.202,13.265,18.367,33,58.763,37.500,39.362,30.526,32.990,26.316,9.091,6,7,5.051,12.121,6,26.804,40,20.619,26.263,19.588,37.895,279342,247802,135170646016,10403340288,83763970048,211304448,39629873152,619679744,1007616,1163165696,0,0,0,0,0,102158336,0,102158336,0,0,950.133,0,3.820,0,2.267,0,0,210,0,210,0,0,0,18.190,0,0,123445494,2348011,02-09 06:37:15
10,2,0,14.092,8.277,75.594,2.037,0,20.408,29.592,17.347,11,26.263,78.788,28.571,45.833,18.182,24.242,26.042,35.714,11.224,5,16.162,19.192,1.980,5.051,38.144,41.667,18.367,20.619,37.895,9,285201,251011,135170646016,10404593664,83481899008,211308544,39903137792,628977664,1007616,1170714624,0,0,0,0,0,197046272,0,197046272,0,0,957.841,0,34.236,0,1.772,0,0,404,0,404,0,0,0,54.815,0,0,123042701,2341001,02-09 06:37:16
3,2,0,10.174,5.892,79.483,4.451,0,17.347,15,18.367,12,19.588,20.408,17.347,41.237,37.755,18.557,23.232,23.958,2.970,0,16.327,24.490,0,0,100,28.866,15.306,15.152,27.835,1.010,126157,247775,135170646016,10405347328,83345502208,211312640,40034877440,342433792,1007616,1174614016,0,0,0,0,0,419958784,0,419958784,0,0,1020.244,0,148.636,0,1.244,0,0,804,0,804,0,0,0,162.542,0,0,122946403,2355004,02-09 06:37:17
11,0,1,12.213,8.681,73.660,5.447,0,30.303,27.551,27.273,13.265,17.172,46.939,20.408,45.745,60,27.835,30.208,39.175,16.495,0,16.495,16.495,5.051,9.184,52.577,40,11.111,21.649,36.842,19.388,303468,252052,135170646016,10402045952,83827433472,211320832,39565475840,233484288,1007616,1165377536,0,0,0,0,0,300642304,0,300642304,0,0,914.389,0,66.572,0,1.520,0,0,642,0,642,0,0,0,150.509,0,0,122886856,2337917,02-09 06:37:18
19,0,0,18.457,9.506,70.247,1.790,0,46.939,27.835,25,25.773,25.253,69,24.490,57.447,24.490,34.343,36.082,40,14.141,18.182,24.242,12,18.367,5,30.612,55.319,17.172,25.773,44.792,18,372273,227656,135170646016,10406809600,83699736576,211320832,39687659520,155582464,1007616,1166127104,0,0,0,0,0,209723392,0,209723392,0,0,979.789,0,9.192,0,1.923,0,0,416,0,416,0,0,0,22.346,0,0,116363169,2160561,02-09 06:37:19
7,1,0,15.906,9.083,73.646,1.365,0,23,28.283,19.588,16.832,21.429,53.608,26.531,50.526,27.083,30.928,33.333,42.268,14.851,17.526,11,14.433,8.911,6.931,27.835,50,25.510,25,45.745,16.327,301179,238510,135170646016,10403627008,83565543424,211320832,39821770752,157450240,1007616,1169391616,0,0,0,0,0,127229952,0,127229952,0,0,941.318,0,4.600,0,2.234,0,0,265,0,265,0,0,0,16.992,0,0,118822431,2264551,02-09 06:37:20
13,0,0,14.182,8.971,75.651,1.196,0,21.429,25.773,19.388,19.588,18.182,48.485,21.212,50.526,26,27.083,32.632,41.489,12,16.162,12.245,6,2.020,7.143,24.742,48.936,19.588,25.510,46.809,12.371,252061,241851,135170646016,10403389440,83526123520,211320832,39860379648,187424768,1007616,1170440192,0,0,0,0,0,106889216,0,106889216,0,0,923.717,0,3.768,0,2.293,0,0,225,0,225,0,0,0,17.143,0,0,122794563,2337853,02-09 06:37:21
5,1,0,13.257,8.909,76.300,1.535,0,35.354,28,24.490,19.192,17.526,45.918,20.408,50,19.588,22.917,29.592,37.500,17.347,2,20.408,12.121,6,13.265,22.917,48.936,7,23.711,48.421,1.980,293059,250528,135170646016,10402693120,83542093824,211320832,39844630528,190361600,1007616,1170915328,0,0,0,0,0,132833280,0,132833280,0,0,910.302,0,5.092,0,2.218,0,0,285,0,285,0,0,0,17.895,0,0,123378926,2365112,02-09 06:37:22
8,0,1,14.524,9.483,74.797,1.196,0,22.222,20.408,19.192,15.152,21.429,43.878,26,49.462,17.172,34.343,34.375,41.053,18.182,25.510,16.327,6.061,15.306,14.141,24.742,48.421,16.327,25,46.316,8,289476,254521,135170646016,10405969920,83404808192,211320832,39976394752,201449472,1007616,1173159936,0,0,0,0,0,114790400,0,114790400,0,0,934.606,0,4.320,0,2.198,0,0,242,0,242,0,0,0,17.300,0,0,123354821,2346055,02-09 06:37:23
0,0,2,6.743,4.930,86.894,1.433,0,15.306,9,16.162,13,13,20.792,10.204,22.222,11.340,19.388,15.306,17.347,9.184,20.792,8.081,1,2,4,13,20.619,7,18.182,20.408,10.309,118726,106902,135170646016,954667008,92792057856,211329024,40038486016,211886080,1007616,1175113728,0,0,0,0,1814528,54489088,1814528,54489088,0,0,598.773,0,1.956,0,1.737,0,62,113,62,113,0,0,0.065,18.500,0,0,53662999,990059,02-09 06:37:24
0,0,0,0.042,0.083,99.875,0,0,1,0,0,1.010,1,0,0.990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,1057,135170646016,953544704,92792856576,211329024,40038227968,211894272,1007616,1175695360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,1822,02-09 06:37:25
0,0,0,0.042,0.083,99.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,1019,135170646016,953278464,92793176064,211329024,40038002688,212062208,1007616,1175867392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,1640,02-09 06:37:26
0,0,0,0.125,0.167,99.708,0,0,1,0,0,1.980,0,0,0,0,0.990,0,0.990,3,0,0,0,0,0,0,0,0,0.990,0,0,1.961,781,1548,135170646016,953135104,92793335808,211329024,40038002688,212062208,1007616,1175851008,0,0,0,0,0,12288,0,12288,0,0,8,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1465,18972,02-09 06:37:27
1,0,0,0,0.083,99.917,0,0,1,0,0,1,0.990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990,0,0,481,1028,135170646016,952492032,92793978880,211329024,40038002688,212049920,1007616,1175851008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,1816,02-09 06:37:28
0,0,0,0.042,0.083,99.792,0.083,0,0,0,0,1.010,0,1.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1088,135170646016,952246272,92793942016,211337216,40038031360,212316160,1007616,1176096768,0,0,0,0,0,151552,0,151552,0,0,59.200,0,0.012,0,2.400,0,0,5,0,5,0,0,0,2.400,0,0,264,1656,02-09 06:37:29
0,0,0,0.042,0.042,99.917,0,0,1,0,0,1,0,0.990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,1035,135170646016,951758848,92794028032,211337216,40038260736,212430848,1007616,1176268800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,2090,02-09 06:37:30
0,0,0,0.042,0.083,99.875,0,0,1,0.990,0.990,0,0.990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,1028,135170646016,951377920,92794408960,211337216,40038260736,212459520,1007616,1176268800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,1694,02-09 06:37:31
0,0,0,0.083,0.167,99.750,0,0,1,0,0,1.980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,651,1285,135170646016,950579200,92795039744,211337216,40038293504,213696512,1007616,1176403968,0,0,0,0,0,20480,0,20480,0,0,10,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,738,17590,02-09 06:37:32
0,0,0,0,0.083,99.917,0,0,0,0,0,1,0.990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1048,135170646016,950255616,92795363328,211337216,40038293504,213696512,1007616,1176403968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1752,02-09 06:37:33
0,0,0,0.083,0.042,99.875,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,1018,135170646016,950366208,92795252736,211337216,40038293504,213696512,1007616,1176403968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,1592,02-09 06:37:34
0,0,0,0,0.083,99.875,0.042,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,1052,135170646016,949456896,92796153856,211345408,40038293504,213696512,1007616,1176403968,0,0,0,0,0,12288,0,12288,0,0,12,0,0.008,0,4,0,0,2,0,2,0,0,0,4,0,0,144,1608,02-09 06:37:35
0,0,0,0,0.083,99.917,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,1014,135170646016,949075968,92796526592,211345408,40038293504,213696512,1007616,1176412160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,1874,02-09 06:37:36
1,1,0,0.125,0.292,99.416,0.167,0,1,0,0,0,0,0.990,5.051,1,0.990,0,0,2.970,0,0,0,0,0,0,0,0,0,0,0,0,896,1376,135170646016,948727808,92796874752,211345408,40038293504,94351360,1007616,1176412160,0,0,0,0,0,44015616,0,44015616,0,0,989.782,0,13.024,0,1.136,0,0,88,0,88,0,0,0,53.136,0,0,864,19136,02-09 06:37:37
0,0,0,0.125,0.083,99.708,0.083,0,1,0,0,1,0.990,0,3.960,0,0,0,0,0,0,0,0,0,0,0,1.980,0,0,0,0,0,855,1041,135170646016,948473856,92797128704,211345408,40038293504,72077312,1007616,1176412160,0,0,0,0,0,97738752,0,97738752,0,0,1009.275,0,16.192,0,0.957,0,0,188,0,188,0,0,0,130.532,0,0,192,1804,02-09 06:37:38
0,0,0,0,0.083,99.917,0,0,0.990,0,0,1.980,0.990,0,0,0,0.990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,1057,135170646016,947384320,92798214144,211345408,40038297600,72118272,1007616,1176412160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,1992,02-09 06:37:39
